comment,label,processed,processed_baku
"Kesel banget sama aplikasi BCA ini, gara2 ganti hp, ribet bngt udah ke cabang disuruh telepon ke halo bca, udh bisa login harus aktivasi financial. Jadi 3x kerja bikin emosiii gk kaya aplilasi mbangking lain.",-1,kesal banget aplikasi bca gara ganti hp ribet bngt udah cabang suruh telepon halo bca udh bisa login aktivasi financial x kerja bikin emosiii tidak kaya aplilasi mbangking lain,kesal banget aplikasi ini ganti ribet udah cabang suruh telepon halo udh bisa harus financial x kerja bikin tidak kaya mbangking lain
"Aplikasi tidak sesuai janji, deposito ga cair2",-1,aplikasi tidak sesuai janji deposito tidak cair,aplikasi tidak sesuai janji deposito tidak cair
Jelek bangetttttt..Asli emosi gue .Pulsa habis buat urusnya dari pihak SMS bilangnya SMS udh diterima tapi tetap aja gagal. Benci gue pake ini..MAHAL JUGA TAPI GA GUNA,-1,jelek bangetttttt asli emosi gue pulsa habis urus pihak sms bilang sms udh terima tetap aja gagal benci gue pake mahal tapi tidak guna,jelek asli emosi gue pulsa habis urus pihak bilang udh terima tetap aja gagal benci gue ini mahal tapi tidak guna
Baru makai dah puas banget. Makasih mbak bca nya yang ngasik tau tentang aplikasi ini. My bca I like....,1,baru dah puas banget makasih mbak bca nya ngasik tau aplikasi my bca i like,baru dah puas banget mbak nya ngasik tau aplikasi my i
Scan dan input gambar qris belum bisa,-1,scan input gambar qris bisa,dan gambar belum bisa
"Sangat membantu, Terus tingkat pelayanan lebih my bca",1,bantu tingkat layan my bca,bantu tingkat layan my
Aplikasi crash setelah update versi terbaru.,-1,aplikasi crash update versi baru,aplikasi telah versi baru
Sesusah itu buat registrasi di mybca ?? Tiap kirim sms gabisa truss,-1,susah buat registrasi mybca kirim sms tidak bisa truss,susah buat registrasi mybca kirim tidak bisa
"Beberapa kali masukin pin malah pin salah,padahal udah bener. Ujung"" nya malah bca moble saya terblokir...gimana nih..tolong solusi y.",-1,kali masukin pin pin salah udah bener ujung nya bca moble blokir gimana tolong solusi y,kali pin pin salah udah ujung malah moble blokir nih tolong solusi
Tolong ditambahkan login via sidik jari juga,0,tolong login via sidik jari,tolong login via sidik jari
waduh masih banyak bugnya nih,-1,masih bugnya,masih bugnya
BCA mantap transaksi cepat,1,bca mantap transaksi cepat,mantap transaksi cepat
"Susah banget ini ma, verifikasi nya lama udah telpon suruh nunggu antrian sampe abis pulsa hadeuh",-1,susah banget ma verifikasi nya lama udah telpon suruh nunggu antri sampe abis pulsa hadeuh,susah banget ma verifikasi lama telpon suruh antri abis pulsa
Sangat membantu...rekening keduanya .bisa..muncul..mantap..,1,bantu rekening bisa muncul mantap,bantu rekening bisa muncul mantap
Trima kasih sangat membantu bisnis saya.,1,terima kasih bantu bisnis,terima kasih bantu bisnis
Sudah seminggu an tiap hari kirim SMS buat login.,-1,minggu an hari kirim sms login,minggu tiap kirim buat
"Super kereeenn, ditunggu cardless nya..",1,super kereeenn tunggu cardless nya,super tunggu nya
Asik di suruh login dan aktivasi ja. Gak bs masuk ke app nya,-1,asik suruh login aktivasi ja tidak bisa masuk app nya,di suruh dan ja tidak bisa masuk app
Gimana bosssss login gak bisa gagal teroooooooz 3 tahun lalu aplikasi perbankan bank plat merah yang KUNO dan bca inovator nya Tapi sekarang yang KUNO sistem aplikasi perbankan BCA kalah sama LiVin brimo atau bni mobile banking Kenapa ya makin lama makin tertinggal bos ente,-1,gimana bosssss login tidak bisa gagal teroooooooz lalu aplikasi perban bank plat merah kuno bca inovator nya sekarang kuno sistem aplikasi perban bca kalah livin brimo bni mobile banking ya lama tinggal bos ente,bosssss tidak bisa gagal tahun aplikasi perban bank merah kuno inovator tapi yang kuno sistem aplikasi perban bca kalah livin atau mobile kenapa lama makin tinggal bos ente
Sangat terbantu gak harus ke teller buat print out,1,bantu tidak ke teller print out,bantu tidak ke buat out
Bagus dan bermanfaat banget untuk online,1,bagus manfaat banget online,bagus manfaat banget online
bisakah setiap masukan no rekening baru tanpa sms.,-1,bisa masuk no rekening baru sms,bisa masuk rekening baru sms
Kasih 3 dulu fiturnya belum terlalu lengkap,0,kasih fiturnya terlalu lengkap,kasih fiturnya terlalu lengkap
"Aplikasi mobile banking paling buruk diantara semua bank, masa tiap dibuka harus kirim SMS lalu telepon ke halobca. Saya sarankan BCA belajar dulu ke Bank mandiri dan BNI.",-1,aplikasi mobile banking buruk semua bank tiap buka kirim sms telepon halobca saran bca ajar ke bank mandiri bni,aplikasi banking buruk semua bank tiap buka kirim lalu telepon halobca saran ajar ke bank mandiri bni
"Kendala Hanya saat login saja ID Diblokir padahal baru saja buat ID BCA nya Dan di Riwayat Transfer Tolong update dilengkapi dengan tanggal bulan jam menit nya, Terimakasih",-1,kendala saat login id blokir baru buat id bca nya di riwayat transfer tolong update lengkap tanggal jam menit nya terimakasih,kendala saat blokir baru saja buat bca dan riwayat transfer tolong lengkap tanggal jam menit terimakasih
Mantap... memudahkan n cepat transaksi,1,mantap mudah n cepat transaksi,mantap mudah cepat transaksi
"Bagus, kalo bisa tambahin cardless dan fitur lainnya seperti mBanking",1,bagus kalo bisa tambahin cardless fitur lain mbanking,bagus kalo bisa cardless fitur lain mbanking
Untuk bayar pajak impor belum ada,-1,bayar pajak impor ada,bayar pajak impor ada
"Gak ngerti lagi sama BCA, selalu memberikan kenyaman bertransaksi bersama BCA. Memudahkan setiap pelanggan setia BCA. Sukses terus BCA 👍👍👍👍👍",1,tidak ngerti bca beri kenyam transaksi sama bca mudah langgan setia bca sukses bca,tidak lagi beri kenyam transaksi bca mudah langgan setia bca sukses bca
Verifikasi sampai 3 kali masih belum bisa di akses....... 😔 Apa harus ke bank lagi🙄,-1,verifikasi kali belum bisa akses harus bank,verifikasi kali belum bisa akses harus bank
Tolong segera aktifkan pembayaran scan qris/input gambar qris dengan icon gambar atau galeri,0,tolong aktif bayar scan qris input gambar qris icon gambar galeri,tolong aktif bayar gambar qris dengan gambar galeri
"Lumayan bagus cuma masih ada kekurangan dibanding BCA Mobile, spt info KK, lifestyle, info RDN, info Reksadana",1,lumayan bagus masih kurang banding bca mobile spt info kk lifestyle info rdn info reksadana,lumayan bagus masih kurang banding mobile info lifestyle info info
Aplikasi perbankan yg aman dan fiturnya lengkap,1,aplikasi perban aman fiturnya lengkap,aplikasi perban aman fiturnya lengkap
Setiap kali di update Id nya di blokir ...dan blokirnya harus tlp ke 1500888 haduhhh sekarang juga abis di update di blokir lagi id nya,-1,kali update id nya blokir blokir tlp haduhhh juga abis update blokir id nya,kali update blokir blokir tlp haduhhh juga abis update blokir id nya
"Kenapa harus verivikasi lagi ke halobca, ribet auto uninstal",-1,harus verivikasi ke halobca ribet auto uninstal,harus lagi halobca auto
Alhamdulillah simple dan lebih komplit,1,alhamdulillah simple lebih komplit,alhamdulillah dan komplit
Susah bgt mau login. Malah kirim sms verifikasi mulu. Ngabisin pulsa terooosssss,-1,susah bgt login kirim sms verifikasi mulu ngabisin pulsa terooosssss,susah mau malah kirim verifikasi ngabisin pulsa
"Mau login aja pakai acara telpon segala, malah habis di pulsa hadeh. Kenapa BCA kok ribet gini ya? Ga seperti biasanya",-1,login aja pakai acara telpon malah habis pulsa hadeh bca ribet gin ya tidak biasa,login aja pakai acara telpon malah habis pulsa kenapa kok gin tidak biasa
"Sy kasih bintang 4 dulu karna fitur yg ada di myBCA belum selengkap di BCA Mobile, saran saya mending semua fiturnya dipindahin aja dari BCA Mobile ke aplikasi ini karna untuk tampilan lebih bagus myBCA drpd BCA Mobile..",1,sy kasih bintang karena fitur ada mybca lengkap bca mobile saran mending fiturnya dipindahin aja bca mobile aplikasi karena tampil bagus mybca drpd bca mobile,kasih bintang karena yang belum lengkap di saran mending fiturnya aja bca ke aplikasi karena tampil bagus drpd bca mobile
Apl ini yg sya butuhkan selama ini.. 1 aplikasi bisa utk bbrp norek.. keren BCA..,1,apl yang sya butuh lama aplikasi bisa utk bbrp norek keren bca,sya butuh lama ini aplikasi bisa bbrp keren
"Pantes pulsa habis, ternyata tiap otp ini aplikasi nyedot pulsa....sialll....udah gt gag bs dibuka, hadehhh...",-1,pantes pulsa habis nyata otp aplikasi nyedot pulsa sialll udah gt gag bisa buka haduh,pulsa habis nyata otp aplikasi pulsa udah gag bisa buka
App sulit untuk daftar idcard aja sulit kenapa harus email bukan Gmail,-1,app sulit daftar idcard aja sulit harus email gmail,sulit daftar aja sulit harus email gmail
"Nice,,,tapi kurang lengkap fiturnya,,,",1,nice kurang lengkap fiturnya,tapi lengkap
"error gak bisa akaes, gua ikutan aktifin takut rekening dibobol",-1,error tidak bisa akaes gua aktifin takut rekening bobol,tidak bisa gua aktifin takut rekening bobol
"Aplikasi'a bagus cuman sayang ga bisa beli pulsa,,",1,aplikasi a bagus cuman sayang tidak bisa beli pulsa,aplikasi bagus cuman sayang tidak bisa beli pulsa
Akan lebih baik jika ada fitur pembelian dan pembayarn tagihan.,0,lebih baik ada fitur beli pembayarn tagih,lebih baik ada beli pembayarn tagih
Yah ulasan saya di hapus wkwk. Saya kn cuma berkata jujur kalo daftar di aplikasi ini ber ulang² susah dan habis di pulsa!!!!! Jgn hapus!!!!!,-1,yah ulas hapus wkwk kn kata jujur kalo daftar aplikasi ber ulang susah habis di pulsa hapus,ulas hapus saya cuma jujur kalo daftar aplikasi ber ulang susah habis di pulsa hapus
Pada bagian informasi rekening:mutasi rekening tambahkan tombol search biar makin paten applikasinya.,0,bagi informasi rekening mutasi rekening tombol search biar paten applikasinya,bagi informasi rekening mutasi rekening tombol biar paten
Bagus mudah2n kedepan lebih bagus mengikuti perkembangan jaman,1,bagus mudah n lebih bagus kembang jaman,bagus mudah depan bagus kembang jaman
"BCA Mobile tdk bs digunakan trus ganti dgn MyBCA krn perangkat tdk support, diinfo minimal perangkat android 5, padahal sdh android 7. Untuk MyBCA sdh aktifasi dgn Halo BCA, sdh ditelp dan diaktifkan, tp tdk bs melakukan finansial, saat input nomor ATM, diinfo harus sama, padahal sudah sama persis? Apa solusinya?",-1,bca mobile tidak bisa guna trus ganti dgn mybca perangkat tidak support info minimal perangkat android sdh android mybca sdh aktifasi dgn halo bca sdh ditelp aktif tp tidak bisa laku finansial input nomor atm info sudah sama persis solusi,mobile tidak bisa guna ganti mybca perangkat tidak info minimal perangkat android mybca aktifasi halo sdh dan aktif tidak bisa laku finansial input nomor info padahal sudah sama persis solusi
Riwayat transaksi belum bisa ditampilkan,-1,riwayat transaksi bisa tampil,riwayat transaksi bisa tampil
"tidak bermanfaat, aktivasi berulang ulang salah id dan pass terus",-1,tidak manfaat aktivasi ulang ulang salah id pass,tidak manfaat ulang ulang salah dan terus
Layanan gak layak. Pulsa habis buat sms aja.,-1,layan tidak layak pulsa habis sms aja,layan tidak layak pulsa habis sms aja
"Kena biaya pulsanya gede banget, lebih baik mobile BCA... Klu ga kena pulsa saya kasih bintang 5 Terima kasih",-1,kena biaya pulsa gede banget baik mobile bca klu tidak kena pulsa kasih bintang terima kasih,kena biaya pulsa gede banget baik bca tidak kena pulsa kasih bintang terima kasih
Betapa susahnya mengaktifkan myBCA tanpa ke bank. Harus nunggu telpon dari CS yang menelpon bukan disaat yang tepat.,-1,betapa susah aktif mybca ke bank nunggu telpon cs telpon saat tepat,betapa susah aktif tanpa bank nunggu telpon cs telpon saat tepat
"Harapan kelengkapan dlm aplikasi terpenuhi Ditunggu, good👍 Terima kasih 🙏💕",1,harap lengkap dlm aplikasi penuh tunggu good terima kasih,harap lengkap aplikasi penuh tunggu terima kasih
"Sangat membantu, terutama untuk deposito.",1,bantu utama deposito,bantu utama deposito
Tingkatkan lagi seperti mobile bca tampilanya dan transaksinya,1,tingkat seperti mobile bca tampilanya transaksi,tingkat seperti bca dan transaksi
"Good job,,jangan lupa tarik tunainya disertakan ya min🤗🤗🤗",1,good job lupa tarik tunai ya min,job lupa tarik tunai ya min
"Fitur login biometrix nya, mohon di tambah kan",0,fitur login biometrix nya mohon tambah,login nya mohon tambah
"Sangat membantu, lebih praktis dan ok",1,bantu praktis ok,bantu praktis ok
"sudah sampe tahap kirim no. ATM, tp gak bisa lanjut gara2 sms susah sekali terkirimnya... hmmm.... kok ribet ya?",-1,sampe tahap kirim no atm tp tidak bisa gara sms susah kirim hmmm ribet ya,sampe tahap kirim atm tidak bisa gara susah kirim kok ya
Bagus Sih Kayak Livin Mandiri cuma tolong kalau mau masuk diberi Biometrik Sidik jarik / Face Id agar lebih Mudah,1,bagus sih kayak livin mandiri tolong mau masuk biometrik sidik jarik face id lebih mudah,bagus sih kayak mandiri tolong mau masuk biometrik sidik face agar mudah
"Bagus,perlu ditingkatkan lagi,maju terus",1,bagus tingkat maju,bagus tingkat maju
Saya punya id welma.. Saya input tp SMS gagal padahal sudah saya ulang 5x,-1,punya id welma input tp sms gagal sudah ulang x,punya welma input sms gagal sudah ulang
"Min buka apk bank mandiri deh, namanya new Livin, bikin kaya gitu juga fiturnya banyak..",0,min buka apk bank mandiri deh nama new livin bikin kaya gitu fiturnya,min buka bank mandiri deh nama livin bikin kaya juga banyak
"Ogut kena jebakan batman nih. Disuruh nunggu 2 hari proses oleh halo bca, tapi saya gak percaya bakalan selesai masalahnya. Let's see! Tadinya mau mindahin dana 3M dari bank lain ke bca, tp liat kondisinya begini saya jadi kuatir.",-1,ogut kena jebak batman suruh nunggu proses halo bca saya tidak percaya selesai let s see mau mindahin dana m bank lain bca tp liat kondisi saya kuatir,kena jebak nih suruh hari proses halo tapi tidak percaya selesai let see mau dana dari bank lain bca liat kondisi saya kuatir
"Gagal terus registrasi, habisin pulsa aja. Selalu tulisan muncul sudah ada BCA id ...",-1,gagal registrasi habisin pulsa aja tulis muncul ada bca id,gagal registrasi pulsa aja tulis muncul ada id
"Dengan BCA mobil transaksi dengan jumlah cukup besar gak perlu ke bank , saya pernah transfer 50 jt tidak harus ke bank cukup lewat hp saja .....trims BCA",1,bca mobil transaksi jumlah besar tidak ke bank pernah transfer jt tidak ke bank lewat hp terimakasih bca,bca mobil transaksi jumlah besar tidak ke bank pernah transfer tidak ke bank lewat saja bca
Sangat memuaskan,1,muas,muas
"top, terdepan dalam inovasi, rekomendasi untuk app pendamping mobile banking",1,top dalam inovasi rekomendasi app damping mobile banking,top dalam inovasi rekomendasi app damping banking
"Lebih simple,, tapi sayang tidak bisa tarik tunai",1,simple sayang tidak bisa tarik tunai,simple sayang tidak bisa tarik tunai
Nyaman sangat mudah di gunakan,1,nyaman mudah guna,nyaman mudah guna
Tidak aman memakai aplikasi ini hati-hati punya saya bisa di akses orang lain dan dia menunjukan saldo saya,-1,tidak aman pakai aplikasi hati hati bisa akses orang lain dia saldo saya,tidak aman pakai aplikasi hati hati bisa akses orang lain dia saldo saya
Aplikasi ngabisin pulsa doang w nasabah bca mobile.. Beralih ke my bca malah ribet gini w dah aktipasi setiap masuk kirim pesan dah kirim pesan masukan sandi salah mulu ngabisin pulsa doang,-1,aplikasi ngabisin pulsa doang w nasabah bca mobile alih my bca ribet gin w dah aktipasi masuk kirim pesan dah kirim pesan masuk sandi salah mulu ngabisin pulsa doang,aplikasi pulsa doang nasabah mobile alih my malah gin dah tiap masuk kirim pesan dah kirim pesan masuk sandi salah ngabisin pulsa doang
"Perkara salah id sekali, pas udh id bener mlah suruh SMS lagi ngabis ngabisin pulsa doang",-1,perkara salah id pas udh id bener mlah suruh sms ngabis ngabisin pulsa doang,perkara salah sekali pas id mlah suruh lagi ngabisin pulsa doang
kenapa ga verifikasi dulu baru kirim sms? kalo user / password lupa kan biar ga rugi.,-1,tidak verifikasi baru kirim sms kalo user password lupa biar tidak rugi,tidak verifikasi baru kirim kalo password lupa biar tidak rugi
Makin simple dan mudah,1,simple mudah,simple mudah
"Dijamin bakal kalah saing sama bank digital seperti bank jago, linebank, Neobank. Sekarang my bca ribet kali mau pakai aplikasinya harus verifikasi via telpon. Biaya bulanan paling mahal.",-1,jamin kalah saing bank digital bank jago linebank neobank my bca ribet kali pakai aplikasi verifikasi via telpon biaya paling mahal,jamin kalah saing bank digital bank jago neobank my ribet kali pakai aplikasi verifikasi via telpon biaya paling mahal
